locus,GC_content,protein_length,similarity_to_effectors_vs_non_effectors,A_full_protein,A_N-terminus,C_full_protein,C_N-terminus,D_full_protein,D_N-terminus,E_full_protein,E_N-terminus,F_full_protein,F_N-terminus,G_full_protein,G_N-terminus,H_full_protein,H_N-terminus,I_full_protein,I_N-terminus,K_full_protein,K_N-terminus,L_full_protein,L_N-terminus,M_full_protein,M_N-terminus,N_full_protein,N_N-terminus,P_full_protein,P_N-terminus,Q_full_protein,Q_N-terminus,R_full_protein,R_N-terminus,S_full_protein,S_N-terminus,T_full_protein,T_N-terminus,V_full_protein,V_N-terminus,W_full_protein,W_N-terminus,Y_full_protein,Y_N-terminus,hydrophobicity_N-terminus_BLAS910101,amphiphilicity_N-terminus_MITS020101,hydrophilicity_N-terminus_KUHL950101,hydrophobicity_N-terminus_CIDH920105,homology_to_effectors_(bit_score),hits_to_effectors,homology_to_mammal_pathogens_effectors_(bit_score),hits_to_mammal_pathogens_effectors,homology_to_phytopathogens_effectors_(bit_score),hits_to_phytopathogens_effectors,SecYEG_existence_(SignalP),SecYEG_score_(SignalP),distance_from_closest_effector,effectors_in_closest_5_ORFs,effectors_in_closest_10_ORFs,effectors_in_closest_15_ORFs,effectors_in_closest_20_ORFs,effectors_in_closest_25_ORFs,effectors_in_closest_30_ORFs,is_effector
ACCM_0312,0.6923488496522204,622,0.02219289917515661,0.12861736334405144,0.08,0.00964630225080386,0.0,0.056270096463022515,0.08,0.045016077170418015,0.0,0.04019292604501608,0.04,0.10289389067524116,0.0,0.022508038585209004,0.0,0.03697749196141479,0.0,0.033762057877813514,0.0,0.11254019292604503,0.12,0.02572347266881029,0.08,0.02572347266881029,0.08,0.06270096463022508,0.08,0.04340836012861737,0.08,0.056270096463022515,0.12,0.04019292604501608,0.12,0.056270096463022515,0.08,0.07234726688102894,0.04,0.00482315112540193,0.0,0.024115755627009645,0.0,0.47163999999999995,0.3940000000000001,0.9696000000000002,-0.15080000000000002,0.0,0,0.0,0,0.0,0,0,0.113,425,0,0,0,0,0,0,no
ACCM_0313,0.747014115092291,306,0.004999526938469306,0.21895424836601307,0.28,0.013071895424836602,0.0,0.08496732026143791,0.08,0.032679738562091505,0.0,0.013071895424836602,0.04,0.0915032679738562,0.12,0.02287581699346405,0.04,0.00980392156862745,0.0,0.0196078431372549,0.0,0.14052287581699344,0.12,0.029411764705882356,0.04,0.0032679738562091504,0.0,0.032679738562091505,0.04,0.03594771241830065,0.04,0.06862745098039216,0.0,0.052287581699346414,0.12,0.029411764705882356,0.04,0.07516339869281045,0.0,0.00980392156862745,0.04,0.016339869281045753,0.0,0.5587999999999999,0.3852,0.8251999999999998,-0.0588,0.0,0,0.0,0,0.0,0,0,0.111,426,0,0,0,0,0,0,no
ACCM_0314,0.6907630522088354,82,-0.010972803911358587,0.1097560975609756,0.2,0.012195121951219513,0.0,0.024390243902439025,0.0,0.1097560975609756,0.16,0.012195121951219513,0.0,0.07317073170731707,0.0,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.04,0.13414634146341464,0.04,0.024390243902439025,0.04,0.012195121951219513,0.0,0.0975609756097561,0.24,0.1097560975609756,0.0,0.04878048780487805,0.0,0.07317073170731707,0.2,0.03658536585365853,0.04,0.03658536585365853,0.0,0.012195121951219513,0.0,0.024390243902439025,0.04,0.5042800000000001,0.5524,0.9284,-0.3111999999999999,0.0,0,0.0,0,0.0,0,0,0.092,427,0,0,0,0,0,0,no
ACCM_0315,0.6570175438596492,379,0.003730528316077064,0.06596306068601583,0.12,0.0158311345646438,0.0,0.060686015831134574,0.12,0.07915567282321902,0.0,0.04221635883905013,0.04,0.0870712401055409,0.0,0.04221635883905013,0.0,0.02638522427440633,0.0,0.018469656992084436,0.0,0.08970976253298152,0.2,0.02638522427440633,0.04,0.04221635883905013,0.0,0.060686015831134574,0.04,0.0474934036939314,0.16,0.06860158311345646,0.0,0.044854881266490766,0.2,0.03430079155672823,0.0,0.0712401055408971,0.04,0.021108179419525062,0.0,0.055408970976253295,0.04,0.544,0.4023999999999999,0.8912000000000002,-0.08440000000000004,0.0,0,32.7,1,0.0,0,0,0.10099999999999999,428,0,0,0,0,0,0,no
ACCM_0316,0.710239651416122,305,0.01944114241351721,0.17049180327868851,0.2,0.009836065573770493,0.04,0.009836065573770493,0.0,0.019672131147540985,0.04,0.04262295081967213,0.08,0.12459016393442625,0.04,0.016393442622950817,0.0,0.052459016393442616,0.0,0.003278688524590164,0.04,0.11475409836065575,0.12,0.05901639344262295,0.16,0.009836065573770493,0.0,0.049180327868852465,0.0,0.026229508196721308,0.04,0.049180327868852465,0.0,0.05573770491803279,0.08,0.03934426229508197,0.0,0.08524590163934426,0.12,0.032786885245901634,0.04,0.02950819672131148,0.0,0.6675999999999999,0.5247999999999999,0.7343999999999999,0.428,0.0,0,0.0,0,0.0,0,0,0.36,429,0,0,0,0,0,0,?
ACCM_0317,0.73,299,-0.004668400369768573,0.14381270903010032,0.16,0.013377926421404682,0.0,0.043478260869565216,0.04,0.06020066889632107,0.04,0.03678929765886288,0.04,0.11705685618729098,0.04,0.04013377926421405,0.0,0.013377926421404682,0.04,0.006688963210702341,0.04,0.09364548494983277,0.16,0.020066889632107024,0.08,0.023411371237458192,0.0,0.07357859531772576,0.04,0.04682274247491639,0.0,0.06020066889632107,0.04,0.06354515050167224,0.08,0.033444816053511704,0.12,0.07023411371237458,0.04,0.023411371237458192,0.0,0.016722408026755852,0.04,0.5997600000000001,0.498,0.8452,0.15560000000000002,0.0,0,0.0,0,0.0,0,0,0.159,430,0,0,0,0,0,0,no
ACCM_0318,0.7311058074781225,418,-0.0019339639252186624,0.16267942583732056,0.08,0.0023923444976076554,0.0,0.062200956937799035,0.0,0.05502392344497608,0.0,0.0215311004784689,0.0,0.07177033492822966,0.04,0.05980861244019139,0.12,0.03588516746411483,0.0,0.011961722488038276,0.04,0.09808612440191387,0.08,0.004784688995215311,0.08,0.014354066985645932,0.0,0.05980861244019139,0.32,0.03827751196172249,0.0,0.10287081339712917,0.08,0.04784688995215311,0.0,0.05023923444976077,0.16,0.06937799043062201,0.0,0.019138755980861243,0.0,0.011961722488038276,0.0,0.5344399999999999,0.5168,0.8652,-0.02999999999999998,0.0,0,0.0,0,0.0,0,0,0.121,431,0,0,0,0,0,0,no
ACCM_0319,0.7402190923317684,425,-0.0006395019513251861,0.16,0.12,0.002352941176470588,0.0,0.051764705882352935,0.0,0.04470588235294118,0.04,0.03294117647058824,0.0,0.08941176470588236,0.04,0.05647058823529413,0.08,0.035294117647058816,0.0,0.007058823529411766,0.0,0.08235294117647059,0.04,0.011764705882352941,0.04,0.014117647058823532,0.0,0.07294117647058823,0.24,0.04470588235294118,0.12,0.09411764705882353,0.04,0.037647058823529415,0.08,0.0611764705882353,0.12,0.06588235294117648,0.04,0.025882352941176467,0.0,0.009411764705882352,0.0,0.4925999999999999,0.4148000000000001,0.9048000000000002,-0.264,0.0,0,0.0,0,0.0,0,0,0.175,432,0,0,0,0,0,0,no
ACCM_0321,0.6303030303030303,109,0.006997244893546889,0.12844036697247707,0.12,0.009174311926605505,0.0,0.045871559633027525,0.0,0.06422018348623854,0.12,0.01834862385321101,0.0,0.01834862385321101,0.0,0.01834862385321101,0.0,0.045871559633027525,0.08,0.03669724770642202,0.0,0.1743119266055046,0.24,0.027522935779816515,0.08,0.08256880733944955,0.04,0.009174311926605505,0.0,0.03669724770642202,0.08,0.05504587155963303,0.04,0.07339449541284404,0.04,0.07339449541284404,0.12,0.06422018348623854,0.0,0.009174311926605505,0.0,0.009174311926605505,0.04,0.57296,0.5528,0.9048,0.14159999999999998,0.0,0,0.0,0,0.0,0,0,0.115,433,0,0,0,0,0,0,no
ACCM_0322,0.6231884057971014,183,-0.0018832382638701434,0.09836065573770493,0.24,0.02185792349726776,0.0,0.016393442622950817,0.0,0.07650273224043716,0.08,0.032786885245901634,0.0,0.0546448087431694,0.0,0.016393442622950817,0.0,0.032786885245901634,0.08,0.060109289617486336,0.08,0.12021857923497267,0.08,0.03825136612021858,0.08,0.0273224043715847,0.04,0.03825136612021858,0.04,0.032786885245901634,0.04,0.060109289617486336,0.04,0.09836065573770493,0.08,0.060109289617486336,0.04,0.0546448087431694,0.08,0.016393442622950817,0.0,0.04371584699453552,0.0,0.54448,0.5431999999999999,0.8756,0.08360000000000001,0.0,0,0.0,0,0.0,0,0,0.11199999999999999,434,0,0,0,0,0,0,no
ACCM_0323,0.7265372168284789,205,0.016197012043041692,0.16585365853658535,0.24,0.00975609756097561,0.0,0.03902439024390244,0.04,0.03902439024390244,0.0,0.00975609756097561,0.0,0.08780487804878047,0.04,0.00975609756097561,0.0,0.024390243902439025,0.04,0.014634146341463415,0.04,0.11707317073170732,0.08,0.03414634146341464,0.08,0.024390243902439025,0.04,0.04878048780487805,0.04,0.05853658536585366,0.04,0.09268292682926828,0.16,0.05853658536585366,0.04,0.01951219512195122,0.0,0.11707317073170732,0.08,0.004878048780487805,0.04,0.024390243902439025,0.0,0.5159199999999999,0.866,0.9136,0.1328,0.0,0,0.0,0,0.0,0,0,0.297,435,0,0,0,0,0,0,?
ACCM_0324,0.7386363636363636,263,0.007241310904063464,0.1825095057034221,0.08,0.01140684410646388,0.04,0.04562737642585552,0.0,0.04182509505703422,0.16,0.019011406844106463,0.08,0.07224334600760456,0.0,0.026615969581749048,0.04,0.015209125475285171,0.0,0.0076045627376425855,0.0,0.09125475285171104,0.0,0.01140684410646388,0.08,0.0076045627376425855,0.04,0.11026615969581748,0.12,0.038022813688212934,0.0,0.07224334600760456,0.16,0.04562737642585552,0.12,0.053231939163498096,0.04,0.1140684410646388,0.04,0.01140684410646388,0.0,0.02281368821292776,0.0,0.4178399999999999,0.6532000000000001,1.0124000000000002,-0.1624,0.0,0,0.0,0,0.0,0,0,0.431,436,0,0,0,0,0,0,?
ACCM_0325,0.7126436781609196,434,0.018973831984579772,0.1313364055299539,0.28,0.002304147465437788,0.0,0.039170506912442386,0.08,0.02534562211981567,0.0,0.02534562211981567,0.0,0.08755760368663594,0.0,0.0069124423963133645,0.0,0.04608294930875576,0.0,0.01152073732718894,0.0,0.1313364055299539,0.04,0.027649769585253458,0.08,0.016129032258064516,0.0,0.10599078341013823,0.28,0.029953917050691243,0.04,0.055299539170506916,0.04,0.06221198156682028,0.12,0.05069124423963134,0.04,0.10829493087557604,0.0,0.02534562211981567,0.0,0.01152073732718894,0.0,0.5416799999999999,0.14800000000000002,0.8676000000000001,-0.18520000000000006,0.0,0,0.0,0,0.0,0,0,0.098,437,0,0,0,0,0,0,no
ACCM_0327,0.7104341736694678,951,0.0029116193732016127,0.13354363827549948,0.16,0.003154574132492113,0.0,0.050473186119873815,0.04,0.07465825446898001,0.04,0.027339642481598318,0.0,0.06624605678233439,0.04,0.026288117770767613,0.0,0.048370136698212406,0.0,0.023133543638275498,0.04,0.1156677181913775,0.0,0.013669821240799159,0.04,0.01892744479495268,0.04,0.04311251314405889,0.2,0.046267087276551,0.04,0.10935856992639327,0.12,0.05362776025236593,0.12,0.048370136698212406,0.12,0.05678233438485805,0.0,0.010515247108307046,0.0,0.030494216614090432,0.0,0.4210399999999999,0.5416,1.0035999999999998,-0.4444,0.0,0,0.0,0,0.0,0,0,0.09699999999999999,438,0,0,0,0,0,0,no
ACCM_0328,0.7429467084639498,318,0.011064542083658077,0.14465408805031446,0.12,0.012578616352201259,0.0,0.050314465408805034,0.0,0.06918238993710693,0.04,0.012578616352201259,0.0,0.0880503144654088,0.04,0.02830188679245283,0.04,0.02830188679245283,0.08,0.018867924528301886,0.0,0.14465408805031446,0.04,0.015723270440251572,0.04,0.0031446540880503146,0.0,0.06918238993710693,0.24,0.040880503144654086,0.0,0.09119496855345913,0.04,0.050314465408805034,0.16,0.03773584905660377,0.12,0.07861635220125786,0.04,0.012578616352201259,0.0,0.0031446540880503146,0.0,0.5600399999999999,0.2068,0.8400000000000002,-0.07519999999999999,0.0,0,0.0,0,0.0,0,0,0.156,439,0,0,0,0,0,0,no
ACCM_0329,0.7678571428571429,279,-0.004319589676082439,0.23655913978494625,0.2,0.007168458781362006,0.0,0.057347670250896064,0.04,0.035842293906810034,0.04,0.028673835125448032,0.0,0.08960573476702509,0.0,0.028673835125448032,0.04,0.03942652329749104,0.04,0.0,0.0,0.06810035842293907,0.0,0.003584229390681004,0.0,0.007168458781362006,0.0,0.08243727598566307,0.2,0.057347670250896064,0.04,0.08960573476702509,0.2,0.03942652329749104,0.0,0.03225806451612903,0.08,0.06093189964157706,0.08,0.028673835125448032,0.04,0.007168458781362006,0.0,0.45971999999999996,0.926,0.9808,-0.0492,0.0,0,0.0,0,0.0,0,0,0.11800000000000001,440,0,0,0,0,0,0,?
ACCM_0330,0.7414589104339797,360,-0.005462025629326697,0.2,0.2,0.0,0.0,0.05,0.0,0.052777777777777785,0.04,0.011111111111111113,0.0,0.04722222222222222,0.08,0.005555555555555557,0.04,0.025,0.0,0.008333333333333333,0.0,0.12777777777777774,0.0,0.022222222222222227,0.04,0.025,0.0,0.05,0.24,0.08611111111111111,0.08,0.1,0.04,0.06388888888888887,0.16,0.04444444444444445,0.04,0.06388888888888887,0.04,0.011111111111111113,0.0,0.005555555555555557,0.0,0.5002800000000001,0.3068,0.8808,-0.3224,0.0,0,0.0,0,29.6,1,0,0.136,441,0,0,0,0,0,0,no
ACCM_0331,0.7363067292644757,425,-0.002213674130507381,0.21176470588235294,0.28,0.004705882352941176,0.0,0.035294117647058816,0.0,0.05882352941176471,0.0,0.028235294117647063,0.12,0.04941176470588235,0.08,0.03294117647058824,0.0,0.014117647058823532,0.0,0.01647058823529412,0.0,0.16470588235294115,0.16,0.01647058823529412,0.04,0.023529411764705882,0.08,0.035294117647058816,0.0,0.06588235294117648,0.04,0.0988235294117647,0.04,0.04,0.0,0.037647058823529415,0.04,0.03294117647058824,0.08,0.025882352941176467,0.04,0.007058823529411766,0.0,0.6609999999999999,0.4252,0.7628,0.33159999999999995,0.0,0,0.0,0,0.0,0,0,0.429,442,0,0,0,0,0,0,?
ACCM_0332,0.7411900635470826,576,-0.005495023527228818,0.14930555555555555,0.2,0.008680555555555556,0.0,0.04861111111111111,0.08,0.059027777777777776,0.0,0.013888888888888888,0.08,0.10416666666666667,0.0,0.019097222222222224,0.0,0.008680555555555556,0.0,0.010416666666666666,0.0,0.13541666666666666,0.0,0.008680555555555556,0.04,0.015625,0.08,0.07118055555555555,0.12,0.050347222222222224,0.0,0.10590277777777778,0.12,0.06944444444444445,0.24,0.029513888888888888,0.04,0.06597222222222222,0.0,0.022569444444444444,0.0,0.003472222222222222,0.0,0.44332,0.29400000000000004,0.9784,-0.3176,0.0,0,0.0,0,0.0,0,0,0.182,443,0,0,0,0,0,0,no
ACCM_0333,0.6746031746031746,209,-0.008270225074127044,0.10526315789473684,0.2,0.004784688995215311,0.0,0.06698564593301436,0.04,0.08133971291866028,0.0,0.05263157894736842,0.0,0.0430622009569378,0.0,0.05263157894736842,0.08,0.03827751196172249,0.0,0.03349282296650718,0.0,0.07655502392344497,0.12,0.009569377990430622,0.04,0.023923444976076555,0.0,0.0861244019138756,0.24,0.0430622009569378,0.08,0.07655502392344497,0.04,0.04784688995215311,0.04,0.04784688995215311,0.04,0.05263157894736842,0.04,0.014354066985645932,0.0,0.0430622009569378,0.04,0.57148,0.5164,0.8492000000000001,0.05359999999999997,0.0,0,0.0,0,0.0,0,0,0.105,444,0,0,0,0,0,0,no
ACCM_0334,0.7067099567099567,615,0.01198344130033016,0.15934959349593494,0.08,0.0032520325203252032,0.0,0.03902439024390244,0.0,0.06016260162601626,0.04,0.05040650406504065,0.08,0.06829268292682927,0.04,0.03577235772357724,0.0,0.03739837398373984,0.0,0.016260162601626018,0.08,0.1040650406504065,0.28,0.016260162601626018,0.04,0.016260162601626018,0.04,0.05040650406504065,0.0,0.03902439024390244,0.0,0.09268292682926828,0.04,0.05365853658536585,0.12,0.04227642276422764,0.04,0.07804878048780488,0.12,0.016260162601626018,0.0,0.02113821138211382,0.0,0.63676,0.4424,0.7908000000000002,0.2992,0.0,0,0.0,0,0.0,0,0,0.273,445,0,0,0,0,0,0,?
ACCM_0335,0.6801521438450899,963,0.013652528408634249,0.11526479750778815,0.04,0.010384215991692628,0.0,0.0612668743509865,0.0,0.06853582554517132,0.12,0.03115264797507788,0.04,0.07268951194184839,0.04,0.024922118380062305,0.04,0.04257528556593977,0.0,0.0446521287642783,0.04,0.08203530633437175,0.16,0.024922118380062305,0.08,0.024922118380062305,0.0,0.050882658359293884,0.16,0.0446521287642783,0.04,0.06542056074766353,0.0,0.04672897196261682,0.24,0.05711318795430945,0.0,0.07892004153686398,0.0,0.024922118380062305,0.0,0.02803738317757009,0.0,0.5276399999999999,0.4072,0.8752,-0.14880000000000007,0.0,0,0.0,0,0.0,0,0,0.095,446,0,0,0,0,0,0,no
ACCM_0336,0.6914414414414415,295,0.01910200347632532,0.1288135593220339,0.16,0.010169491525423728,0.0,0.04745762711864407,0.04,0.08135593220338982,0.0,0.03728813559322034,0.08,0.08813559322033898,0.08,0.013559322033898305,0.0,0.04745762711864407,0.04,0.04067796610169491,0.04,0.08813559322033898,0.08,0.030508474576271188,0.04,0.013559322033898305,0.04,0.0711864406779661,0.08,0.04745762711864407,0.0,0.07796610169491526,0.08,0.030508474576271188,0.08,0.02711864406779661,0.08,0.08813559322033898,0.08,0.0,0.0,0.030508474576271188,0.0,0.5708,0.3428,0.8391999999999998,0.07239999999999998,0.0,0,0.0,0,0.0,0,0,0.204,447,0,0,0,0,0,0,no
ACCM_0337,0.6656118143459916,315,-0.0065766532302845146,0.0984126984126984,0.12,0.012698412698412698,0.0,0.04126984126984127,0.04,0.047619047619047616,0.0,0.022222222222222227,0.0,0.06984126984126984,0.04,0.0380952380952381,0.08,0.04444444444444445,0.0,0.01904761904761905,0.04,0.08571428571428573,0.16,0.015873015873015872,0.04,0.04126984126984127,0.08,0.057142857142857134,0.0,0.05396825396825397,0.08,0.13968253968253969,0.16,0.057142857142857134,0.04,0.05396825396825397,0.04,0.05396825396825397,0.08,0.01904761904761905,0.0,0.028571428571428567,0.0,0.4373199999999999,0.7548,0.9808,-0.04040000000000005,0.0,0,0.0,0,0.0,0,0,0.222,448,0,0,0,0,0,0,no
ACCM_0339,0.6359649122807017,75,0.0013007213999011585,0.09333333333333334,0.08,0.013333333333333334,0.04,0.05333333333333334,0.04,0.06666666666666668,0.04,0.02666666666666667,0.0,0.06666666666666668,0.04,0.04,0.08,0.04,0.12,0.08,0.16,0.12,0.16,0.02666666666666667,0.04,0.04,0.04,0.02666666666666667,0.08,0.04,0.0,0.06666666666666668,0.04,0.06666666666666668,0.0,0.06666666666666668,0.04,0.05333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0,0.5357199999999999,0.8519999999999999,0.8596,0.2224,0.0,0,0.0,0,0.0,0,0,0.207,449,0,0,0,0,0,0,no
ACCM_0340,0.7300813008130081,204,0.012148557123254676,0.1568627450980392,0.16,0.024509803921568627,0.08,0.03431372549019608,0.04,0.08333333333333333,0.08,0.024509803921568627,0.04,0.08333333333333333,0.08,0.024509803921568627,0.0,0.029411764705882356,0.0,0.00980392156862745,0.0,0.0931372549019608,0.08,0.0196078431372549,0.04,0.029411764705882356,0.04,0.0784313725490196,0.08,0.0392156862745098,0.04,0.06862745098039216,0.04,0.024509803921568627,0.0,0.04901960784313725,0.12,0.0784313725490196,0.04,0.03431372549019608,0.04,0.014705882352941175,0.0,0.54104,0.5268,0.8715999999999999,-0.024400000000000033,0.0,0,0.0,0,0.0,0,0,0.19899999999999998,450,0,0,0,0,0,0,no
ACCM_0341,0.6851248642779587,306,0.007514076616292525,0.11437908496732024,0.12,0.00980392156862745,0.0,0.04901960784313725,0.04,0.08169934640522876,0.04,0.02287581699346405,0.0,0.10130718954248366,0.04,0.006535947712418301,0.0,0.0718954248366013,0.08,0.0392156862745098,0.0,0.062091503267973865,0.08,0.032679738562091505,0.04,0.026143790849673203,0.0,0.05882352941176471,0.16,0.03594771241830065,0.04,0.08496732026143791,0.04,0.03594771241830065,0.04,0.07516339869281045,0.2,0.05882352941176471,0.04,0.00980392156862745,0.0,0.02287581699346405,0.04,0.5735600000000001,0.4012000000000001,0.8732000000000001,-0.01919999999999998,0.0,0,0.0,0,0.0,0,0,0.134,451,0,0,0,0,0,0,no
ACCM_0343,0.6656118143459916,315,-0.0065766532302845146,0.0984126984126984,0.12,0.012698412698412698,0.0,0.04126984126984127,0.04,0.047619047619047616,0.0,0.022222222222222227,0.0,0.06984126984126984,0.04,0.0380952380952381,0.08,0.04444444444444445,0.0,0.01904761904761905,0.04,0.08571428571428573,0.16,0.015873015873015872,0.04,0.04126984126984127,0.08,0.057142857142857134,0.0,0.05396825396825397,0.08,0.13968253968253969,0.16,0.057142857142857134,0.04,0.05396825396825397,0.04,0.05396825396825397,0.08,0.01904761904761905,0.0,0.028571428571428567,0.0,0.4373199999999999,0.7548,0.9808,-0.04040000000000005,0.0,0,0.0,0,0.0,0,0,0.222,452,0,0,0,0,0,0,no
ACCM_0344,0.546236559139785,154,-0.0028976548380710426,0.05844155844155844,0.16,0.012987012987012988,0.04,0.07142857142857142,0.12,0.07792207792207792,0.16,0.06493506493506493,0.0,0.03896103896103896,0.0,0.045454545454545456,0.04,0.045454545454545456,0.04,0.05194805194805195,0.0,0.0974025974025974,0.08,0.012987012987012988,0.04,0.01948051948051948,0.0,0.08441558441558443,0.08,0.045454545454545456,0.0,0.07792207792207792,0.04,0.05194805194805195,0.12,0.045454545454545456,0.04,0.045454545454545456,0.0,0.025974025974025976,0.0,0.025974025974025976,0.04,0.43844,0.5616,0.9908,-0.18600000000000005,0.0,0,0.0,0,0.0,0,0,0.095,453,0,0,0,0,0,0,?
ACCM_0345,0.5391766268260292,250,0.003188711893877053,0.1,0.08,0.012,0.08,0.052000000000000005,0.04,0.068,0.04,0.055999999999999994,0.04,0.08,0.08,0.044000000000000004,0.04,0.048,0.08,0.048,0.04,0.084,0.16,0.016,0.04,0.024,0.04,0.052000000000000005,0.04,0.04,0.08,0.04,0.0,0.084,0.08,0.044000000000000004,0.04,0.08,0.0,0.004,0.0,0.024,0.0,0.5650399999999999,0.3556,0.8216,0.09640000000000004,0.0,0,0.0,0,0.0,0,0,0.17300000000000001,454,0,0,0,0,0,0,?
ACCM_0346,0.6622807017543859,75,0.001992343023368398,0.08,0.12,0.0,0.0,0.08,0.04,0.12,0.08,0.0,0.0,0.02666666666666667,0.04,0.013333333333333334,0.0,0.02666666666666667,0.0,0.06666666666666668,0.04,0.05333333333333334,0.04,0.013333333333333334,0.04,0.013333333333333334,0.0,0.06666666666666668,0.08,0.06666666666666668,0.12,0.08,0.08,0.05333333333333334,0.08,0.10666666666666667,0.12,0.12,0.12,0.013333333333333334,0.0,0.0,0.0,0.4458,0.5943999999999999,0.9752,-0.3004,0.0,0,0.0,0,0.0,0,0,0.11,455,0,0,0,0,0,0,?
ACCM_0348,0.5483870967741935,30,0.013207751357179607,0.13333333333333333,0.16,0.0,0.0,0.0,0.0,0.03333333333333333,0.04,0.13333333333333333,0.12,0.1,0.08,0.0,0.0,0.03333333333333333,0.04,0.03333333333333333,0.04,0.1,0.12,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.12,0.03333333333333333,0.04,0.13333333333333333,0.12,0.0,0.0,0.03333333333333333,0.04,0.6768799999999999,0.4,0.7396,0.3612,0.0,0,0.0,0,0.0,0,0,0.16699999999999998,456,0,0,0,0,0,0,?
ACCM_0349,0.6623376623376623,76,-0.002465714484959858,0.09210526315789473,0.08,0.0,0.0,0.05263157894736842,0.08,0.07894736842105263,0.08,0.013157894736842105,0.04,0.09210526315789473,0.04,0.06578947368421052,0.12,0.06578947368421052,0.0,0.02631578947368421,0.04,0.10526315789473684,0.08,0.013157894736842105,0.04,0.02631578947368421,0.04,0.03947368421052632,0.08,0.03947368421052632,0.04,0.09210526315789473,0.0,0.05263157894736842,0.04,0.06578947368421052,0.12,0.03947368421052632,0.04,0.0,0.0,0.03947368421052632,0.04,0.464,0.6747999999999998,0.9436,-0.12839999999999996,0.0,0,0.0,0,0.0,0,0,0.08900000000000001,457,0,0,0,0,0,0,?
ACCM_0350,0.7255555555555555,299,0.004754420772290019,0.1605351170568562,0.2,0.010033444816053512,0.04,0.030100334448160536,0.0,0.06354515050167224,0.08,0.04013377926421405,0.04,0.06688963210702341,0.0,0.030100334448160536,0.04,0.016722408026755852,0.0,0.0,0.0,0.11705685618729098,0.08,0.026755852842809364,0.04,0.0033444816053511705,0.0,0.0903010033444816,0.04,0.06020066889632107,0.04,0.08695652173913042,0.16,0.030100334448160536,0.08,0.0568561872909699,0.12,0.07023411371237458,0.0,0.020066889632107024,0.0,0.020066889632107024,0.04,0.4618,0.8039999999999999,0.9975999999999998,-0.10119999999999996,0.0,0,0.0,0,0.0,0,0,0.201,458,0,0,0,0,0,0,no
ACCM_0351,0.6758333333333333,399,0.012561840515904976,0.11779448621553885,0.12,0.015037593984962403,0.0,0.05012531328320802,0.16,0.06766917293233082,0.08,0.04010025062656642,0.08,0.10526315789473684,0.0,0.022556390977443608,0.04,0.05764411027568923,0.0,0.045112781954887216,0.0,0.08270676691729323,0.12,0.03508771929824561,0.08,0.02506265664160401,0.0,0.04010025062656642,0.08,0.04010025062656642,0.08,0.06265664160401002,0.08,0.045112781954887216,0.04,0.05012531328320802,0.0,0.05764411027568923,0.0,0.015037593984962403,0.04,0.02506265664160401,0.0,0.4670800000000001,0.7328,0.9675999999999998,-0.01919999999999997,0.0,0,0.0,0,0.0,0,0,0.092,459,0,0,0,0,0,0,no
ACCM_0352,0.7183098591549296,425,0.014323582750722659,0.15529411764705886,0.28,0.011764705882352941,0.0,0.06588235294117648,0.08,0.037647058823529415,0.0,0.025882352941176467,0.0,0.10352941176470587,0.08,0.02117647058823529,0.0,0.03294117647058824,0.04,0.014117647058823532,0.0,0.10588235294117647,0.16,0.023529411764705882,0.04,0.025882352941176467,0.0,0.06823529411764706,0.16,0.04,0.0,0.08,0.04,0.037647058823529415,0.08,0.04941176470588235,0.0,0.07529411764705883,0.04,0.009411764705882352,0.0,0.01647058823529412,0.0,0.6083999999999999,0.098,0.7896,0.08959999999999997,0.0,0,0.0,0,0.0,0,0,0.182,460,0,0,0,0,0,0,no
ACCM_0353,0.7403314917127072,180,-0.01016848130534101,0.09444444444444444,0.28,0.005555555555555557,0.04,0.06111111111111111,0.0,0.07777777777777778,0.0,0.005555555555555557,0.0,0.09444444444444444,0.08,0.0,0.0,0.0,0.0,0.005555555555555557,0.04,0.05,0.24,0.016666666666666666,0.08,0.005555555555555557,0.0,0.1388888888888889,0.08,0.04444444444444445,0.0,0.17777777777777778,0.04,0.04444444444444445,0.04,0.022222222222222227,0.04,0.06666666666666668,0.04,0.027777777777777776,0.0,0.06111111111111111,0.0,0.6586799999999999,0.2448,0.7468,0.26119999999999993,0.0,0,0.0,0,0.0,0,1,0.774,461,0,0,0,0,0,0,?
ACCM_0354,0.7404255319148936,234,-0.007018985130175071,0.15384615384615385,0.2,0.034188034188034185,0.08,0.034188034188034185,0.0,0.07692307692307693,0.0,0.004273504273504274,0.0,0.08547008547008547,0.12,0.008547008547008548,0.0,0.017094017094017096,0.04,0.01282051282051282,0.0,0.05128205128205128,0.08,0.008547008547008548,0.04,0.017094017094017096,0.0,0.08974358974358974,0.16,0.07692307692307693,0.0,0.11965811965811965,0.08,0.042735042735042736,0.04,0.05555555555555555,0.12,0.0811965811965812,0.04,0.004273504273504274,0.0,0.02564102564102564,0.0,0.5955199999999999,0.196,0.7948000000000001,0.03919999999999999,0.0,0,0.0,0,0.0,0,1,0.688,462,0,0,0,0,0,0,?
